SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
298,SPOT ON Hotel Silver Palace Dx,"Near RK ASHRAM METRO STATION, Pahar Ganj, Delhi",1008,67%,72,4,111233,XYZ4598,confirmed,online,2,1:20pm,completed,5200,CUST1262,"Great stay, very clean and comfortable.",https://www.oyorooms.com/111233
299,SPOT ON 812212 Country Residency,"Laxmi Nagar, Delhi",918,67%,22,2,111237,XYZ4599,confirmed,online,2,12:00pm,completed,6500,CUST1056,Very affordable with good facilities.,https://www.oyorooms.com/111237
300,Flagship Kashish Residency,"single storey, Delhi",953,67%,352,3,111484,XYZ4600,confirmed,online,2,12:00pm,completed,3500,CUST1416,Check-in process was slow and frustrating.,https://www.oyorooms.com/111484
301,OYO Townhouse 738 Family In,"Raj Block Naveen Shahdara Delhi, Delhi",1130,64%,1215,5,112008,XYZ4601,confirmed,online,2,12:00pm,completed,3600,CUST1190,Would definitely recommend to others.,https://www.oyorooms.com/112008
302,Super OYO Collection O Shalimar Bagh Near Haiderpur Metro Station,"Shalimar Village, Delhi",1668,67%,3,4,112101,XYZ4602,confirmed,online,2,3:30pm,completed,3400,CUST1450,"Great stay, very clean and comfortable.",https://www.oyorooms.com/112101
303,Flagship Hotel Signature Village,"Near KD Campus, Gali No. 6A, Gopalpur Village",1793,64%,2,3,112151,XYZ4603,confirmed,online,2,1:50pm,completed,6500,CUST1082,"Poor service, not worth the price.",https://www.oyorooms.com/112151
304,Flagship Good Will Near Haiderpur Metro Station,"Gobind Mohalla, Delhi",1142,67%,2,2,112547,XYZ4604,confirmed,online,2,12:00pm,completed,6500,CUST1412,"Average experience, nothing special.",https://www.oyorooms.com/112547
305,OYO Flagship 84596 Hotel North Campus,"Civil Lines Tehsilnull, Delhi",1788,65%,1,3,112689,XYZ4605,confirmed,online,2,6:50pm,completed,4500,CUST1190,Room was not clean upon arrival.,https://www.oyorooms.com/112689
306,OYO Flagship 811530 Bed Box,"gali no 1 kamla nagar, Delhi",1232,67%,34,5,113130,XYZ4606,confirmed,online,2,12:00pm,completed,6500,CUST1035,Would definitely recommend to others.,https://www.oyorooms.com/113130
307,Collection O Model Town Metro View Near Model Town Metro Station,"Near Model Town Metro Station, Delhi",1262,64%,7286,4,113239,XYZ4607,confirmed,online,2,6:50pm,completed,4500,CUST1047,Check-in process was slow and frustrating.,https://www.oyorooms.com/113239
308,OYO Flagship 79243 Hotel Greenwoods,"Paharganj, Delhi",1036,67%,324,5,113361,XYZ4608,confirmed,online,2,12:00pm,completed,6500,CUST1041,Would definitely recommend to others.,https://www.oyorooms.com/113361
309,OYO Flagship 811844 Yes Sir Guest House,"PAHARGANJ, Delhi",777,75%,1945,3,11349,XYZ4609,confirmed,online,2,3:00pm,completed,4500,CUST1186,Check-in process was slow and frustrating.,https://www.oyorooms.com/11349
310,SPOT ON Jain House Near V3s Mall,"Near East Azad Nagar, Azadnagar, Delhi",1747,65%,1925,1,11355,XYZ4610,confirmed,online,2,12:00pm,completed,6500,CUST1362,Would definitely recommend to others.,https://www.oyorooms.com/11355
311,OYO Flagship 811980 Hotel Rainbow,"Block A kewal park extension opposite metro pillar number 78 Azadpur Delhi 110033, Delhi",688,72%,1688,4,113606,XYZ4611,confirmed,online,2,3:55pm,completed,4650,CUST1296,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/113606
312,Collection O 23641 Hotel Cozy Vibes Stay,"Near Inderlok Metro Station, Anandnagar, Delhi",627,73%,5595,3,113699,XYZ4612,confirmed,online,2,12:00pm,completed,3500,CUST1428,Would definitely recommend to others.,https://www.oyorooms.com/113699
313,OYO Flagship 81175 Hotel Moon Stay,"New Delhi, Delhi",909,67%,1558,5,113908,XYZ4613,confirmed,offline,2,12:00pm,completed,4600,CUST1498,"Poor service, not worth the price.",https://www.oyorooms.com/113908
314,Flagship Crown Town Guest House,"near by Mandoli Jail Back Side, Delhi",1614,65%,990,4,114107,XYZ4614,confirmed,offline,2,3:00pm,completed,4500,CUST1266,Check-in process was slow and frustrating.,https://www.oyorooms.com/114107
315,OYO 811874 Hotel Maharaja,"Address- Shop No : 30-32-34 Old Market Main Bus Stand Timarpur Delhi 110054.  Opposite DTC Bus Stand, Delhi",679,68%,94,1,11419,XYZ4615,confirmed,offline,2,5:30pm,completed,6000,CUST1244,"Poor service, not worth the price.",https://www.oyorooms.com/11419
316,OYO Flagship 812028 Brownie,"BS Colony Vishwas Nagar Delhi 110032, Delhi",984,67%,5054,3,114365,XYZ4616,confirmed,offline,2,12:00pm,completed,3000,CUST1274,Would definitely recommend to others.,https://www.oyorooms.com/114365
317,SPOT ON 812286 Shivam Guest House ,"3 Katra baryan laal Kuan farash khana Chandni chowk, Delhi",1587,65%,1555,4,114476,XYZ4617,confirmed,offline,2,6:30pm,completed,3000,CUST1474,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/114476
318,Flagship Mannat Residency Near Shiv Vihar Metro Station,"Near David School, Delhi",1912,64%,3064,5,11666,XYZ4618,confirmed,offline,2,3:00pm,completed,5000,CUST1234,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/11666
319,OYO Flagship 811723 Hotel Sai Ram,"Azadpur, Delhi",1005,67%,690,2,12607,XYZ4619,confirmed,offline,2,6:00pm,completed,5000,CUST1046,"Poor service, not worth the price.",https://www.oyorooms.com/12607
320,Super OYO Townhouse 143 Hotel Royal Garden Near park Street Mullick bazar crossing,"Near Jameson Inn, Park St, Kolkata",1106,67%,3237,3,13653,XYZ4620,confirmed,offline,2,6:40pm,completed,5400,CUST1269,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/13653
321,Flagship The Nest Inn Near Acropolis Mall,"Near Raj Market, Kolkata",2032,65%,194,5,14021,XYZ4621,confirmed,offline,2,1:00pm,completed,5500,CUST1137,Room was not clean upon arrival.,https://www.oyorooms.com/14021
322,Flagship Royal Plaza Near Acropolis Mall,"Near GST Bhawan, Ruby, Acropolis Mall",890,65%,5158,5,14484,XYZ4622,confirmed,offline,2,12:00pm,completed,3500,CUST1208,"Average experience, nothing special.",https://www.oyorooms.com/14484
323,Collection O Hotel Hamza International Near Howrah Bridge,"Near College Street, MG Road, Kolkata",1086,67%,1162,5,15368,XYZ4623,confirmed,offline,2,5:30pm,completed,4500,CUST1310,Check-in process was slow and frustrating.,https://www.oyorooms.com/15368
324,Super OYO Townhouse 1050 Centre Point Inn Near Esplanade Metro Station,"Beside K C Das Sweet Esplanade Post ice, Kolkata",791,67%,1684,5,15542,XYZ4624,confirmed,offline,2,6:40pm,completed,5400,CUST1022,"Average experience, nothing special.",https://www.oyorooms.com/15542
325,OYO Townhouse 229 Hotel Mannat International Near Science City Topsia,"Near Bypass Connector, Kolkata",1345,65%,152,4,15562,XYZ4625,confirmed,offline,2,1:00pm,completed,5400,CUST1059,Would definitely recommend to others.,https://www.oyorooms.com/15562
326,Super OYO Collection O Ketan Regency Near Acropolis Mall,953 Purbachal Road adapt House Prince Park Kalikapur  in lane between Tata chroma showroom & Yamaha Moters Showroom,576,71%,661,4,15675,XYZ4626,confirmed,offline,2,6:00pm,completed,3600,CUST1332,Excellent location and friendly staff.,https://www.oyorooms.com/15675
327,Townhouse Oak Hotel Lake View Royal Near Science City,"East Topsia Road, Kolkata",1071,67%,1732,4,15725,XYZ4627,confirmed,offline,2,1:00pm,completed,3500,CUST1425,"Average experience, nothing special.",https://www.oyorooms.com/15725
328,Flagship R A Homestay Near Acropolis Mall,"Nitai Nagar, Kolkata",990,67%,2324,4,15871,XYZ4628,confirmed,offline,2,12:00pm,completed,3500,CUST1316,Check-in process was slow and frustrating.,https://www.oyorooms.com/15871
329,Collection O 74257 Gokul Residency,"Near Emami City, Nagerbazar, Dum Dum, Kolkata",925,67%,326,4,160753,XYZ4629,confirmed,offline,2,3:00pm,completed,3500,CUST1304,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/160753
330,Super OYO Collection O Hotel Green Leaf Near Acropolis Mall,"Kasba, Kolkata",696,76%,1652,4,16758,XYZ4630,confirmed,offline,2,6:00pm,completed,5000,CUST1265,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/16758
331,Super OYO Townhouse 726 Hotel All In One Near City Centre Salt Lake,DL-34 Karunamoyee Near Anandalok Hospital Bidhannagar Saltlake,1380,67%,1178,3,168724,XYZ4631,confirmed,offline,2,6:00pm,completed,5000,CUST1163,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/168724
332,OYO G R Hospitality,"VIP Road Baguihati Kolkata Airport Near Ladies Hostel, Narayantala",820,69%,1063,4,16874,XYZ4632,confirmed,offline,2,4:30pm,completed,3500,CUST1141,Very affordable with good facilities.,https://www.oyorooms.com/16874
333,SPOT ON Silver Green Near Netaji Subhash Chandra Bose International Airport,"Mondal Ganthi Road, Kaikhali, VIP Road Kolkata 700052, West Bengal",1006,67%,823,2,17147,XYZ4633,confirmed,offline,2,6:54pm,completed,3540,CUST1332,Check-in process was slow and frustrating.,https://www.oyorooms.com/17147
334,OYO A Retro Near Rdb Cinemas,"Near Tank N0.3, New Town, Rajarhat, Kolkata",1753,65%,695,1,17161,XYZ4634,confirmed,offline,2,12:00pm,completed,6000,CUST1097,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/17161
335,Super OYO Townhouse 75779 The Royal Retreat,"Kolkata International Airport, Belghoria Express Way Noapara & Baranagar Metro Station",1050,69%,725,3,172016,XYZ4635,confirmed,offline,2,3:55pm,completed,2450,CUST1291,"Average experience, nothing special.",https://www.oyorooms.com/172016
336,OYO Kuber Residency Near Birla Mandir,"Near Tagore Park, Kasba, Kolkata",1241,65%,756,5,172385,XYZ4636,confirmed,offline,2,12:00pm,completed,3000,CUST1106,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/172385
337,Collection O Aafreen Tower Near St. Thomas's Church,"Esplanade, Kolkata",1136,68%,914,2,17320,XYZ4637,confirmed,offline,2,12:00pm,completed,5000,CUST1121,Excellent location and friendly staff.,https://www.oyorooms.com/17320
338,Flagship Hotel Shanavi Chinar Park,"29/2 Sayan Abasan, Nishi Kanan, Beside AR Motors, Chinar Park, Kolkata",1458,64%,17,4,174603,XYZ4638,confirmed,offline,2,3:00pm,completed,2000,CUST1287,Very affordable with good facilities.,https://www.oyorooms.com/174603
339,Flagship Sonar Bangla Guest House Near Acropolis Mall,"Near G S T Bhawan, Kolkata",576,80%,1094,5,17536,XYZ4639,confirmed,offline,2,12:00pm,completed,4000,CUST1421,"Average experience, nothing special.",https://www.oyorooms.com/17536
340,Flagship Royal Palace,"Near Acropolis Mall, Purba Abasan, Kolkata",1071,67%,189,3,175533,XYZ4640,confirmed,offline,2,1:01pm,completed,2010,CUST1321,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/175533
341,OYO Diamond Plaza Near Acropolis Mall,"Kasbah Northnull, Kolkata",955,67%,81,5,175589,XYZ4641,confirmed,offline,2,12:00pm,completed,5000,CUST1274,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/175589
342,Flagship Hotel New Aamaze Inn Near Acropolis Mall,"Near Vivanta Hotel, Kolkata",777,75%,822,5,175685,XYZ4642,confirmed,offline,2,8:00pm,completed,4500,CUST1165,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/175685
343,Flagship Delightful Stay Em Byepass Near Birla Mandir,"Uttar Panchanna Gram, Kolkata",1023,64%,1807,4,17570,XYZ4643,confirmed,offline,2,12:00pm,completed,6500,CUST1143,Very affordable with good facilities.,https://www.oyorooms.com/17570
344,Super OYO Hr Inn Near City Centre Salt Lake,"Bidhannagar, Kolkata",1256,67%,31,2,18033,XYZ4644,confirmed,offline,2,1:30pm,completed,4000,CUST1323,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/18033
345,Super OYO SilverKey Deshapriya Park Near Kalighat Kali Temple,"Near EDEN GROUP BUILDING, Manoharpukur, Kolkata",576,80%,828,4,183118,XYZ4645,confirmed,offline,2,12:00pm,completed,5000,CUST1308,Would definitely recommend to others.,https://www.oyorooms.com/183118
346,OYO Fantasy Stay Near City Centre Salt Lake,"Near Sector 1, Bidhan Nagar, Kolkata",820,69%,733,3,18318,XYZ4646,confirmed,offline,2,12:00pm,completed,3000,CUST1047,Excellent location and friendly staff.,https://www.oyorooms.com/18318
347,Collection O De Sivalika Boutique Near Dakshineswar Kali Temple,"Grand Trunk Road, Belur Math,Kolkata",1050,69%,556,1,183762,XYZ4647,confirmed,offline,2,1:00pm,completed,2000,CUST1319,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/183762
348,Flagship Majestic Inn Near Bidhanagar Station,"South Dumdum, Kolkata",816,67%,54,2,184286,XYZ4648,confirmed,offline,2,12:00pm,completed,5400,CUST1008,"Great stay, very clean and comfortable.",https://www.oyorooms.com/184286
349,Collection O Premium Hotel ,"1/B/24, AL BLOCK, STREET NO.22,NEW TOWN, RAJARHAT, KOLKATA",1345,65%,667,3,184451,XYZ4649,confirmed,offline,2,12:00pm,completed,5200,CUST1476,"Poor service, not worth the price.",https://www.oyorooms.com/184451
350,Flagship Diamond Regency Near Birla Mandir,"Near Acropolis Mall, Kolkata",688,72%,1318,4,18616,XYZ4650,confirmed,offline,2,1:00pm,completed,4200,CUST1134,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/18616
351,Flagship Hotel Dreamline Near Acropolis Mall,"Near Sbi E-cornernullnull, Kolkata",611,72%,1188,4,186639,XYZ4651,confirmed,offline,2,2:30pm,completed,6500,CUST1472,Room was not clean upon arrival.,https://www.oyorooms.com/186639
352,Collection O Motisarai Near Birla Mandir," Park Street, Kolkata",1164,67%,65,4,18670,XYZ4652,confirmed,offline,2,12:00pm,completed,2300,CUST1339,Very affordable with good facilities.,https://www.oyorooms.com/18670
353,OYO Pinnacle Auberge,Chinar Park Kolkata International Airport Beside Spencers Rajarhat Main Road,1084,67%,649,4,186872,XYZ4653,confirmed,offline,2,12:00pm,completed,4500,CUST1311,Room was not clean upon arrival.,https://www.oyorooms.com/186872
354,Capital O Fortune Inn Near Birla Mandir,"Kasba, Kolkata",2185,65%,674,5,187932,XYZ4654,confirmed,offline,2,5:00pm,completed,4500,CUST1224,Room was not clean upon arrival.,https://www.oyorooms.com/187932
355,Capital O Kabita Guest House Near Acropolis Mall,Mukundapur Main Road Seven Maddox Square Multi cuisine Restaurant Kolkata EM Bye Pass Opposite Dr. Devi Shetty Hospital,2082,65%,68,3,18863,XYZ4655,confirmed,offline,2,3:30pm,completed,4500,CUST1298,Would definitely recommend to others.,https://www.oyorooms.com/18863
356,OYO Townhouse 567 MB International,"Beniapukur, Kolkata",746,67%,349,2,18865,XYZ4656,confirmed,offline,2,12:30pm,completed,5000,CUST1033,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/18865
357,Flagship Hotel Divira Inn,"New Town, Kolkata",949,71%,637,3,188978,XYZ4657,confirmed,offline,2,12:00pm,completed,6000,CUST1042,Excellent location and friendly staff.,https://www.oyorooms.com/188978
358,Super OYO Sagorika Inn,Chinarpark Amenia; Arsalan,549,86%,497,4,189059,XYZ4658,confirmed,offline,2,12:00pm,completed,4000,CUST1274,"Average experience, nothing special.",https://www.oyorooms.com/189059
359,Capital O Hotel Gardenia Near Birla Mandir,"Near Laxminarayan Temple, Sarat Bose Road, Kolkata",1654,67%,37,2,189726,XYZ4659,confirmed,offline,2,2:00pm,completed,2000,CUST1134,Very affordable with good facilities.,https://www.oyorooms.com/189726
360,Flagship Hotel Rockstar Near Birla Mandir,Kolkata Opposite Bangladesh High Commission) Near A.J.C Bose Flyover,1229,65%,1165,5,189771,XYZ4660,confirmed,offline,2,2:30pm,completed,4500,CUST1015,Would definitely recommend to others.,https://www.oyorooms.com/189771
361,OYO Flagship Vicky Guest House Near City Centre Salt Lake,"Tcs Gitobitan, Kolkata",1458,64%,117,3,189844,XYZ4661,confirmed,offline,2,3:30pm,completed,2000,CUST1078,Excellent location and friendly staff.,https://www.oyorooms.com/189844
362,OYO Rooms 91148 Hotel Stay Inn,"Action Area I, Kolkata",1256,67%,637,2,189928,XYZ4662,confirmed,offline,2,12:00pm,completed,3000,CUST1147,Check-in process was slow and frustrating.,https://www.oyorooms.com/189928
363,Super OYO Townhouse 095 Akash Ganga Park Circus Near Birla Mandir,"Beniapukur, Kolkata",1030,67%,1115,4,190173,XYZ4663,confirmed,offline,2,1:30pm,completed,4500,CUST1123,Very affordable with good facilities.,https://www.oyorooms.com/190173
364,Super OYO Trisha Guest House,"Behind New Life Nurshing Home, Oppssite Arati cinema, Sahabagan, Kolkata",1413,65%,35,3,190585,XYZ4664,confirmed,offline,2,12:00pm,completed,3500,CUST1192,"Average experience, nothing special.",https://www.oyorooms.com/190585
365,Flagship Santoshi Banquet And Marriage Hall Near St. Thomas's Church,"Kulia, Kolkata",1339,67%,489,3,191036,XYZ4665,confirmed,offline,2,1:50pm,completed,3500,CUST1000,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/191036
366,OYO Starlight Guest House Near Birla Mandir,"Shantipally Near Acropolis Mall, Kolkata",1636,65%,51,3,191053,XYZ4666,confirmed,offline,2,12:00pm,completed,3500,CUST1180,Very affordable with good facilities.,https://www.oyorooms.com/191053
367,Super OYO Capital O 700752 Hotel Dak Plaza,"Near Axis Mall, CE Block, Newtown, Kolkata 700156",993,67%,1299,5,192379,XYZ4667,confirmed,offline,2,12:00pm,completed,1500,CUST1426,Very affordable with good facilities.,https://www.oyorooms.com/192379
368,OYO Flagship 86727 New Diamond Palace,"Kolkata 700107, Kolkata",1334,72%,94,4,192401,XYZ4668,confirmed,offline,2,12:00pm,completed,2000,CUST1008,Excellent location and friendly staff.,https://www.oyorooms.com/192401
369,Collection O Hotel Paradise Near Chinar Park,"Kolkata West Bengal Kolkata, Kolkata",816,67%,349,4,192406,XYZ4669,confirmed,offline,2,4:00pm,completed,2500,CUST1466,Check-in process was slow and frustrating.,https://www.oyorooms.com/192406
370,OYO Hotel City Of Joy,"Salt Lake, Kolkata",2082,65%,17,3,193050,XYZ4670,confirmed,offline,2,12:00pm,completed,2500,CUST1185,Excellent location and friendly staff.,https://www.oyorooms.com/193050
371,OYO Red Velvet Classic Near Netaji Subhash Chandra Bose International Airport,Kaikhali Above IndusInd Bank ATM Kolkata International Airport 02 Hotel VIP Road,1084,67%,394,5,193061,XYZ4671,confirmed,offline,2,6:50pm,completed,2500,CUST1152,Very affordable with good facilities.,https://www.oyorooms.com/193061
372,OYO Flagship Monurama Homestay Near Acropolis Mall,"Purba Diganta, Kolkata",2185,65%,32,4,193220,XYZ4672,confirmed,offline,2,12:00pm,completed,2500,CUST1358,Check-in process was slow and frustrating.,https://www.oyorooms.com/193220
373,OYO Green Leaf Hospitality Near City Centre Salt Lake,FD 390 SECTOR 3 SALT LAKE CENTRAL PARK MANI SQUARE CITY CENTRE 1,929,70%,28,3,193422,XYZ4673,confirmed,offline,2,3:30pm,completed,3000,CUST1108,"Great stay, very clean and comfortable.",https://www.oyorooms.com/193422
